Year,Moments
2001,"On February 6, 2000, Tarja Halonen was elected the first female president of Finland."
2001,"On February 13, 2000, the day after the death of cartoonist Charles M. Schulz, the final original “Peanuts” Sunday comic strip appeared in newspapers around the world"
2001,"On April 22, 2000, federal agents seized six-year-old Elián González from his relatives' home in Miami, Florida, and brought him to his Cuban father in Washington, D.C., ending one of the most publicized custody battles in U.S. history. Father and son returned to Cuba in June."
2001,"In May 2000, the Tate Modern opened in London."
2001,"On August 23, 2000, the season one finale of “Survivor” attracted more than 50 million viewers, who watched as Richard Hatch, a 39-year-old corporate trainer from Rhode Island, won the $1 million prize."
2001,"On November 7, 2000, Hillary Rodham Clinton was elected to the U.S. Senate, becoming the first former First Lady to win public office."
2001,"On December 12, 2000, after five weeks of bitter legal wrangling over the election of the 43rd U.S. president, the U.S. Supreme Court ruled that manual recounts of disputed ballots in Florida must cease. The decision resulted in Florida’s 25 electoral votes being awarded to George W. Bush, thereby giving him victory over Vice President Al Gore."
2001,"In December 2000, the Chernobyl nuclear power plant was officially shut down."
2001,"Honorary Award-To Jack Cardiff, master of light and color."
2001,"Honorary Award-To Ernest Lehman, in appreciation of a body of varied and enduring work."
2001,"Irving G. Thalberg Memorial Award-To producer Dino De Laurentiis."
2002,"Best Picture: A Beautiful Mind"
2002,"A Beautiful Mind also won Academy Awards for Best Supporting Actress (Jennifer Connelly), Directing (Ron Howard), and Writing – Screenplay based on material previously produced or published (Akiva Goldsman)."
2002,"The ceremony took place for the first time at the Kodak Theatre, which had opened just a few months earlier and had been built with input from the Academy to serve as the home of Oscar presentations."
2002,"Denzel Washington became the second African-American actor to win the Oscar for Best Actor (Training Day), and the first African-American actor to have won Oscars for both Best Actor and Best Supporting Actor."
2002,"Halle Berry became the first African-American actress to win the Oscar for Best Actress (Monster’s Ball)."
2002,"Songwriter-composer Randy Newman, with 15 previous nominations but no wins, won for his original song “If I Didn’t Have You,” from Monsters, Inc. He thanked the Music Branch of the Academy for “giving me so many chances to be humiliated.”"
2002,"Whoopi Goldberg was the host."
2002,"In May 2001, DreamWorks released “Shrek.” It went on to win the Best Animated Feature Film award in the category’s inaugural year."
2002,"In November 2001, the first Harry Potter film, “Harry Potter and the Sorcerer’s Stone,” opened in theaters across the U.S. Based on the mega-bestselling fantasy novel of the same name, the film went on to become one of the highest-grossing movies in history."
2002,"Honorary Award-To Sidney Poitier in recognition of his remarkable accomplishments as an artist and as a human being."
2002,"Honorary Award-To Robert Redford: Actor, director, producer, creator of Sundance, inspiration to independent and innovative filmmakers everywhere."
2002,"Jean Hersholt Humanitarian Award-To director Arthur Hiller.--VIEW MORE MEMORABLE MOMENTS PHOTOS"
2003,"Best Picture: Chicago"
2003,"Chicago also won Academy Awards for Best Supporting Actress (Catherine Zeta-Jones), Art Direction-Set Decoration (John Myhre and Gordon Sim), Costume Design (Colleen Atwood), Film Editing (Martin Walsh), and Sound (Michael Minkler, Dominick Tavella, and David Lee)."
2003,"Five days before the Awards ceremony, the U.S. officially declared war on Iraq. Initially, Academy officials considered postponing the ceremony; the final decision was to proceed as scheduled, but without the usual red carpet fanfare."
2003,"Gangs of New York, directed by Martin Scorsese, was nominated for 10 awards but did not win any."
2003,"Meryl Streep received her 13th Oscar nomination, this time in the Best Supporting Actress category for Adaptation. She became the most-nominated performer in Oscar history, topping Katharine Hepburn’s 12 nominations."
2003,"Jack Nicholson, nominated as Best Actor for About Schmidt, tied Hepburn’s 12 nominations, becoming the most-nominated male performer to date."
2003,"Julianne Moore, nominated both for Best Actress (Far from Heaven) and Best Supporting Actress (The Hours), became the ninth member of the exclusive club of performers to be nominated in two acting categories in the same year."
2003,"Steve Martin was the host."
2003,"In celebration of the 75th Academy Awards, two-time Oscar winner Olivia de Havilland introduced an assembly of 59 other former acting winners."
2003,"When Adrien Brody won the Best Actor award for The Pianist, he surprised presenter Halle Berry, and the audience, with a passionate kiss before giving a four-minute speech that included a heartfelt plea for peace."
2003,"On October 25, 2002, Irish-born actor Richard Harris, who received two Academy Award nominations for Best Actor (This Sporting Life and The Field) died in London at the age of 72."
2003,"In November 2002, Die Another Day, which marked Pierce Brosnan’s last appearance as James Bond, opened in theaters around the world almost exactly 40 years after the first Bond movie, Dr. No, was released in Great Britain in October 1962."
2003,"Honorary Award-To Peter O’Toole, whose remarkable talents have provided cinema history with some of its most memorable characters.--VIEW MORE MEMORABLE MOMENTS PHOTOS"
2004,"Best Picture: The Lord of the Rings: The Return of the King"
2004,"The Lord of the Rings: The Return of the King also won Academy Awards for Art Direction-Set Decoration (Grant Major, Dan Hennah, and Alan Lee), Costume Design (Ngila Dickson and Richard Taylor), Directing (Peter Jackson), Film Editing (Jamie Selkirk), Makeup (Richard Taylor and Peter King), Music – Original Score (Howard Shore), Music – Original Song (Into the West, music and lyric by Fran Walsh, Howard Shore, and Annie Lennox), Sound Mixing (Christopher Boyes, Michael Semanick, Michael Hedges, and Hammond Peek), Visual Effects (Jim Rygiel, Joe Letteri, Randall William Cook, and Alex Funke), and Writing – Adapted Screenplay (Fran Walsh, Philippa Boyens, and Peter Jackson)."
2004,"The Lord of the Rings: The Return of the King was nominated for 11 awards and won them all."
2004,"Peter Jackson personally took home three Oscars as director, co-writer of the screenplay, and a producer of the film. Fran Walsh became the first woman to receive three awards for the same film, winning in the Best Picture, Original Song, and Writing categories."
2004,"One of the producers of the Canadian film The Barbarian Invasions, which won in the Foreign Language Film category, said with relief in her onstage speech, “We’re so thankful that Lord of the Rings did not qualify in this category.”"
2004,"Billy Crystal was the host for the eighth time."
2004,"Sofia Coppola became the third woman, and the first American one, to be nominated for directing."
2004,"Finding Nemo was named the year’s Best Animated Feature Film."
2004,"On June 12, 2003, actor Gregory Peck died at the age of 87. Peck won an Academy Award for Best Actor for “To Kill a Mockingbird,” received four other Best Actor nominations and the Jean Hersholt Humanitarian Award, and served as Academy President 1967—1970."
2004,"On June 29, 2003, Katharine Hepburn, four-time Academy Award winner for Best Actress, died at the age of 96. Hepburn, who received 12 total nominations, is the only performer in Academy history to have won four awards for acting."
2004,"Honorary Award-To Blake Edwards in recognition of his writing, directing and producing an extraordinary body of work for the screen.--VIEW MORE MEMORABLE MOMENTS PHOTOS"
2005,"Best Picture: Million Dollar Baby"
2005,"Million Dollar Baby also won Academy Awards for Best Actress (Hilary Swank), Best Supporting Actor (Morgan Freeman), and Directing (Clint Eastwood)."
2005,"At age 74, Clint Eastwood became the oldest winner to date in the Directing category."
2005,"Martin Scorsese was nominated for directing The Aviator. He became one of only five directors in history to have earned five nominations in the category without a win. The others were Robert Altman, Clarence Brown, Alfred Hitchcock, and King Vidor."
2005,"The Incredibles was named Best Animated Feature Film."
2005,"Chris Rock was the host."
2005,"In May 2004, Michael Moore’s documentary Fahrenheit 9/11 won the Palme d’Or at the Cannes Film Festival. It was the first nonfiction film to take the festival’s top award since The Silent World, co-directed by Jacques Cousteau and Louis Malle, in 1956."
2005,"Honorary Award-To Sidney Lumet in recognition of his brilliant services to screenwriters, performers and the art of the motion picture."
2005,"Jean Hersholt Humanitarian Award-To Roger Mayer.--VIEW MORE MEMORABLE MOMENTS PHOTOS"
2006,"Best Picture: Crash"
2006,"Crash also won Academy Awards for Film Editing (Hughes Winborne) and Writing – Original Screenplay (Paul Haggis and Bobby Moresco)."
2006,"March of the Penguins, which had become one of the most popular non-fiction films ever released in American theaters, was named Best Documentary Feature."
2006,"This was the second year in a row that the Best Picture winner had a screenplay written by Paul Haggis."
2006,"All four winners in the acting categories were first-time nominees. Philip Seymour Hoffman won Best Actor for his portrayal of writer Truman Capote. Reese Witherspoon was named Best Actress for her portrayal of country-western singer June Carter in Walk the Line. George Clooney took home the Best Supporting Actor for Syriana, and Rachel Weisz won Best Supporting Actress for The Constant Gardener."
2006,"Jon Stewart was the host."
2006,"It’s Hard Out Here for a Pimp from Hustle & Flow won the Original Song category, with its music and lyrics by members of the rap group Three 6 Mafia. Host Jon Stewart quipped after the win, Martin Scorsese: 0, Three 6 Mafia: 1."
2006,"John Williams received his 44th and 45th nominations and became the second-most-nominated individual in Academy Awards history (second only to Walt Disney, who received 59 nominations)."
2006,"Honorary Award-To Robert Altman in recognition of a career that has repeatedly reinvented the art form and inspired filmmakers and audiences alike.--VIEW MORE MEMORABLE MOMENTS PHOTOS"
2007,"Best Picture: The Departed"
2007,"The Departed also won Academy Awards for Directing (Martin Scorsese), Film Editing (Thelma Schoonmaker), and Writing – Adapted Screenplay (William Monahan)."
2007,"After seven previous nominations, five of which were for directing, Martin Scorsese won his first Oscar for The Departed."
2007,"Steven Spielberg, George Lucas, and Francis Ford Coppola presented him with the award."
2007,"Former U.S. Vice President Al Gore joined director Davis Guggenheim and others on stage when An Inconvenient Truth, in which Gore had appeared, was named the year’s Best Documentary Feature."
2007,"An Inconvenient Truth became the first documentary to also win in the Original Song category. Melissa Etheridge took home the Oscar for I Need to Wake Up."
2007,"Ellen DeGeneres was the host."
2007,"Meryl Streep received her 14th nomination, the most earned by any performer in the Academy’s history, this time for her lead performance in The Devil Wears Prada."
2007,"Peter O’Toole, nominated as Best Actor for Venus, was competing for the eighth time in that category, and for the eighth time he went home empty-handed as Forest Whitaker won the Oscar for The Last King of Scotland."
2007,"In January 2006, the Walt Disney Company announced its $7.4 billion purchase of Pixar Animation Studios."
2007,"Honorary Award-To Ennio Morricone in recognition of his magnificent and multifaceted contributions to the art of film music."
2007,"Jean Hersholt Humanitarian Award-To Sherry Lansing, former chairman of Paramount Pictures.--VIEW MORE MEMORABLE MOMENTS PHOTOS"
2008,"Best Picture: “No Country for Old Men”--“No Country for Old Men” also won Academy Awards for Best Supporting Actor (Javier Bardem), Directing (Joel Coen and Ethan Coen), and Writing – Adapted Screenplay (Joel Coen and Ethan Coen).--A 100-day, industry-wide Writers Guild of America strike was resolved 12 days before the Academy Awards ceremony was scheduled to take place, allowing the show to proceed as planned.--Jon Stewart was the host.--For the first time since 1964, all of the acting winners were non-Americans. Great Britain’s Daniel Day-Lewis won Best Actor for “There Will Be Blood” and Tilda Swinton was named Best Supporting Actress for “Michael Clayton.” France’s Marion Cotillard received Best Actress honors for “La Vie en Rose” and Spain’s Javier Bardem won Best Supporting Actor for “No Country for Old Men.” Marion Cotillard’s victory made her only the third performer in a foreign language film to win one of the Academy’s acting prizes, following Sophia Loren in 1961’s “Two Women” and Roberto Benigni in 1998’s “Life Is Beautiful.”--Joel and Ethan Coen won for their direction of “No Country for Old Men.” It was only the second time in Oscar history that two individuals shared the directing honor (Robert Wise and Jerome Robbins were the first, winning for 1961’s “West Side Story”).--In July 2007, the seventh and final Harry Potter novel, Harry Potter and the Deathly Hallows, was released and sold 8.3 million copies in the U.S. alone within the first 24 hours.--In November 2007, the Writers Guild of America strike began as last-minute negotiations between screenwriters and producers to avert a walkout failed. More than 12,000 movie and television writers represented by the Writers Guild of America, West and the Writers Guild of America, East began the first industry-wide strike since writers walked out in 1988.--Honorary Award-To Robert Boyle in recognition of one of cinema’s great careers in art direction.--VIEW MORE MEMORABLE MOMENTS PHOTOS-"
2009,"Best Picture: Slumdog Millionaire"
2009,"Slumdog Millionaire also won Academy Awards for Cinematography (Anthony Dod Mantle), Directing (Danny Boyle), Film Editing (Chris Dickens), Music – Original Score (A.R. Rahman), Music – Original Song (Jai Ho, A.R. Rahman, music, and Gulzar, lyric), Sound Mixing (Ian Tapp, Richard Pryke, and Resul Pookutty), and Writing – Adapted Screenplay (Simon Beaufoy)."
2009,"Hugh Jackman was the host."
2009,"Slumdog Millionaire received eight of the ten Oscars for which it was nominated."
2009,"The acting awards were presented in memorable fashion as five previous Oscar winners in each category took turns introducing the nominees and commending their work."
2009,"Heath Ledger posthumously won the Oscar for Best Supporting Actor for The Dark Knight. His father, mother, and sister accepted the award on his behalf."
2009,"When Departures won the Foreign Language Film category, it marked the first time that Japan had received an Oscar since 1955’s Samurai, The Legend of Musashi, for which it received an Honorary Award."
2009,"On March 18, 2008, Anthony Minghella, who won Best Director for 1996’s The English Patient and received three other Oscar nominations, died in London at the age of 54."
2009,"On May 26, 2008, film director, producer, and actor Sydney Pollack, who received two Oscars for 1985’s Out of Africa and five other Academy Award nominations, died at the age of 73 in Los Angeles. Pollack was partners with Anthony Minghella in the production company Mirage Enterprises, which co-produced the 2008 Best Picture nominee The Reader."
2009,"On September 26, 2008, Best Actor winner Paul Newman, who also received the Jean Hersholt Humanitarian Award in 1993 for his well-known philanthropy, died at the age of 83 at his home in Westport, Connecticut."
2009,"Jean Hersholt Humanitarian Award-Jerry Lewis, actor, director, writer and producer. Raised more than $2 billion dollars for the Muscular Dystrophy Association.--VIEW MORE MEMORABLE MOMENTS PHOTOS--"
2010,"Best Picture: The Hurt Locker"
2010,"The Hurt Locker also won Academy Awards for Directing (Kathryn Bigelow), Film Editing (Bob Murawski and Chris Innis), Sound Editing (Paul N.J. Ottosson), Sound Mixing (Paul N.J. Ottosson and Ray Beckett), and Writing – Original Screenplay (Mark Boal)."
2010,"Kathryn Bigelow became the first woman to win the Academy Award for directing. Barbra Streisand presented the award to Bigelow."
2010,"Steve Martin and Alec Baldwin shared hosting duties. This was the first telecast to have more than a single host since the 59th ceremony in 1987."
2010,"For the first time since 1943, the Best Picture category featured 10 nominated films instead of five."
2010,"Three of the four acting awards went to first-time nominees: Sandra Bullock won Best Actress for The Blind Side, Christoph Waltz was named Best Supporting Actor for Inglourious Basterds, and Mo’Nique received the Best Supporting Actress Oscar for Precious: Based on the Novel ‘Push’ by Sapphire. Jeff Bridges, who won Best Actor for Crazy Heart, had received four previous nominations but this was his first win."
2010,"Matthew Broderick, Jon Cryer, Macaulay Culkin, Anthony Michael Hall, Judd Nelson, Molly Ringwald, and Ally Sheedy appeared on stage together to pay tribute to late filmmaker John Hughes. Hughes, famous for hits such as Ferris Bueller’s Day Off,The Breakfast Club and Home Alone, died at the age of 59 in New York City on August 6, 2009.--VIEW MORE MEMORABLE MOMENTS PHOTOS"
2011,"Best Picture: The King’s Speech"
2011,"The King’s Speech also won Academy Awards for Directing (Tom Hooper), Best Actor (Colin Firth), and Writing – Original Screenplay (David Seidler)."
2011,"Inception tied with The King’s Speech with four Oscars."
2011,"The Fighter was the first film since Hannah and Her Sisters in 1986 to win both Supporting Actor and Supporting Actress."
2011,"All four winners in the acting categories were first-time winners."
2011,"Toy Story 3 won Best Animated Feature. Toy Story and Toy Story 2 were released prior to the creation of the Animated Feature category."
2011,"God of Love, the winner of the Live Action Short Film category, had won the Gold Medal in the Narrative category at the 2010 Student Academy Awards."
2011,"Rick Baker, who won the first Academy Award for Makeup with 1981’s An American Werewolf in London, was the co-winner, with Dave Elsey, for Makeup for The Wolfman."
2011,"Anne Hathaway and James Franco were the hosts, marking the first time a female-male duo had shared the same Oscar stage for hosting duties."
2011,"James Franco was also nominated for his performance in 127 Hours. It was the first time since 1973 that a host was also a nominee (Michael Caine for Sleuth). The last co-host to win an award at the ceremony he was co-hosting was David Niven (in 1959 for Separate Tables)."
2011,"In September 2010, Facebook founder Mark Zuckerberg (the subject of the film “The Social Network”) made headlines by donating $100 million of his personal Facebook stock to the Newark, New Jersey school system; he was subsequently named Time’s Person of the Year for 2010 in December."
2011,"Honorary Award-To Kevin Brownlow for the wise and devoted chronicling of the cinematic parade."
2011,"Honorary Award-To Jean-Luc Godard for passion. For confrontation. For a new kind of cinema."
2011,"Honorary Award-To Eli Wallach for a lifetime's worth of indelible screen characters."
2011,"Irving G. Thalberg Award-To Francis Ford Coppola for a consistently high quality of motion picture production.--VIEW MORE MEMORABLE MOMENTS PHOTOS"
2012,"Best Picture: The Artist"
2012,"The Artist also won Academy Awards for Directing (Michel Hazanavicius), Best Actor (Jean Dujardin), Costume Design (Mark Bridges), and Music – Original Score (Ludovic Bource)."
2012,"Jean Dujardin’s Best Actor role in The Artist has the smallest amount of dialogue for a speaking role – a mere two words – of any winning performance in the sound era."
2012,"The Artist was also the first entirely black-and-white film to win Best Picture since The Apartment (1960), directed by Billy Wilder – whom director Michel Hazanavicius thanked three times in his acceptance speech for Best Director."
2012,"For his role in Beginners, Supporting Actor winner Christopher Plummer became the oldest winner in an acting category at the age of 82. However, the oldest acting nominee is Gloria Stuart, who was 87 when she was nominated for Titanic."
2012,"Woody Allen received his third Oscar for Original Screenplay for Midnight in Paris, which was also his highest-grossing film to date."
2012,"Though he had been Meryl Streep’s hair and makeup artist for 37 years, J. Roy Helland received both his first nomination and win for transforming her into Margaret Thatcher for The Iron Lady."
2012,"A Separation was the first film from Iran to win Foreign Language Film. The country received a previous nomination for Children of Heaven (1998)."
2012,"Billy Crystal hosted the show for his ninth time, second only in number of hosting duties to Bob Hope. He was also the first solo host since Hugh Jackman at the 81st Academy Awards."
2012,"The final film in the Harry Potter series, Harry Potter and the Deathly Hallows Part 2, broke multiple box office records upon its release including the highest global opening weekend, highest domestic opening day, and highest-grossing opening weekend for both a 3D and IMAX film."
2012,"Animated Feature Film nominee Kung Fu Panda 2 became the highest-grossing film worldwide directed by a woman, Jennifer Yu Nelson.--VIEW MORE MEMORABLE MOMENTS PHOTOS-"
2013,"Best Picture: Argo"
2013,"Argo also won Academy Awards for Adapted Screenplay (Chris Terrio) and Film Editing (William Goldenberg)."
2013,"As one of the producers of Argo, Best Picture recipient George Clooney became the only person to receive nominations for both lead and supporting acting categories, directing, original and adapted screenplay, and Best Picture. He is also the first person since Michael Douglas to win Oscars for acting and Best Picture."
2013,"With Lincoln, Daniel Day-Lewis became the first three-time Best Actor winner with previous wins for My Left Foot (1989) and There Will Be Blood (2007). He is also the only non-American to win more than once in the category."
2013,"Director Ang Lee won his second Oscar for Directing for Life of Pi, following his previous win for Brokeback Mountain at the 2006 ceremony. Backstage, Lee expressed his astonishment at encountering presenter Jack Nicholson at both shows."
2013,"A tie was declared for the sixth time in Oscar history, with both Zero Dark Thirty and Skyfall winning for Sound Editing. Mark Wahlberg presented both alongside his title costar from the film Ted."
2013,"Seth MacFarlane hosted for the first time and presented an opening number featuring a number of guest appearances including Charlize Theron, Channing Tatum, Joseph Gordon-Levitt, Daniel Radcliffe, Sally Field and William Shatner."
2013,"Skyfall became the first James Bond film to win two Oscars, and its theme song of the same title by Adele Adkins and Paul Epworth was the first Bond song to win Original Song. The previous nominated 007 theme songs were Live And Let Die, Nobody Does It Better and For Your Eyes Only."
2013,"The James Bond film franchise also celebrated its 50th anniversary in 2012, which the Oscars commemorated with a special tribute including a performance of Goldfinger by Dame Shirley Bassey."
2013,"Barbra Streisand sang on the Oscars for the first time since her performance of Evergreen (Love Theme From A Star Is Born) at the 49th Academy Awards in 1977. Her rendition of The Way We Were was dedicated to her late friend, Marvin Hamlisch, who wrote the music to the signature song."
2013,"Honorary Award-To Hal Needham, an innovator, mentor, and master technician who elevated his craft to an art and made the impossible look easy."
2013,"Honorary Award-To D.A. Pennebaker, who redefined the language of film and taught a generation of filmmakers to look to reality for inspiration."
2013,"Honorary Award-To George Stevens, Jr., a tireless champion of the arts in America and especially that most American of arts: the Hollywood film."
2013,"Jean Hersholt Humanitarian Award-To Jeffrey Katzenberg, who has led our community in enlightened philanthropy by his extraordinary example.--VIEW MORE MEMORABLE MOMENTS PHOTOS"
2014,"Best Picture: 12 Years a Slave"
2014,"12 Years a Slave also won Actress in a Supporting Role (Lupita Nyong'o) and Adapted Screenplay (John Ridley)."
2014,"With 12 Years a Slave, Steve McQueen became the first black filmmaker to direct a Best Picture-winning film, and Alfonso Cuarón became the first Latino winner for Directing with Gravity. The only multiple Oscar-winning individuals were Alfonso Cuarón (who also won for Film Editing for Gravity) and Catherine Martin (Production Design and Costume Design for The Great Gatsby), the first woman to receive multiple awards on two occasions."
2014,"With her Best Actress nomination for August: Osage County Meryl Streep elevated her record-breaking number of acting nominations to 18.Frozen became the first Walt Disney Animation Studios film to win in the Animated Feature Film category."
2014,"Ellen DeGeneres hosted for the second time, following the 79th Academy Awards in 2007."
2014,"Unusually, the Oscar ceremony featured two acceptance speeches with singing: Kristen Anderson-Lopez and Robert Lopez, Original Song winners for Let It Go from Frozen, and Darlene Love, who accompanied Morgan Neville, Janet Friesen and Caitrin Rogers to accept the Oscar for Documentary Feature for 20 Feet from Stardom."
2014,"Jean Hersholt Humanitarian Award-To Angelina Jolie, an artist whose humanitarian efforts continue to touch and inspire the film industry and the world."
2014,"Honorary Award-To Angela Lansbury, an entertainment icon who has created some of cinema's most memorable characters, inspiring generations of actors."
2014,"Honorary Award-To Steve Martin, in recognition of his extraordinary talents and the unique inspiration he has brought to the art of motion pictures."
2014,"Honorary Award-To Piero Tosi, a visionary whose incomparable costume designs shaped timeless, living art in motion pictures.--VIEW MORE MEMORABLE MOMENTS PHOTOS"
